AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,
2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99964.0,87729.0,136863.0,119397.0,164568.0,160895.0,177062.0,133926.0,333750.0,641481.0,116062.0,207167.0,131369.0,121229.0,156478.0,167053.0,242604.0,162714.0,144148.0,279614.0,95375.0,161147.0,176293.0,372568.0,143304.0,141483.0,146277.0,258579.0,110903.0,162888.0,328565.0,105212.0,150484.0,762853.0,143299.0,119618.0,144876.0,252947.0,184261.0,470086.0,152795.0,133398.0,99825.0,185576.0,217750.0,147905.0,135498.0,98084.0,330758.0,100978.0,129277.0,134189.0,143513.0,681947.0,404267.0,166516.0,129079.0,129915.0,144962.0,134215.0,119749.0,637738.0,425923.0,122355.0,
86964.0,86420.0,133401.0,199673.0,172698.0,164874.0,179572.0,108695.0,419738.0,490249.0,115606.0,178734.0,194315.0,116849.0,140825.0,172407.0,193073.0,164954.0,218976.0,360076.0,97105.0,114916.0,136469.0,555482.0,223823.0,109013.0,168985.0,203263.0,110892.0,141331.0,620699.0,107413.0,142674.0,153139.0,165350.0,139309.0,153471.0,245375.0,147431.0,637501.0,116629.0,138188.0,94915.0,173733.0,269989.0,182574.0,179123.0,107667.0,320602.0,102455.0,134942.0,128493.0,140285.0,782578.0,361777.0,157057.0,134474.0,164971.0,161946.0,129875.0,124592.0,607325.0,283595.0,127924.0,
87272.0,90376.0,138533.0,188307.0,177026.0,142231.0,175677.0,135952.0,327954.0,470360.0,143351.0,150983.0,122301.0,116967.0,137667.0,159469.0,227894.0,151101.0,211305.0,509090.0,100349.0,115401.0,148706.0,881265.0,257658.0,112597.0,155237.0,172816.0,128004.0,175791.0,342370.0,120450.0,142057.0,156955.0,141955.0,114709.0,171588.0,208778.0,206655.0,755925.0,154868.0,134475.0,89504.0,180338.0,189471.0,133564.0,186520.0,104325.0,311502.0,117922.0,133964.0,170718.0,139946.0,807256.0,201612.0,160440.0,150260.0,153372.0,167768.0,129064.0,124211.0,313792.0,440356.0,133386.0,
88567.0,95490.0,135254.0,168586.0,161968.0,191966.0,129119.0,116141.0,315727.0,382369.0,112982.0,175381.0,203928.0,115555.0,140333.0,160862.0,207607.0,172033.0,265370.0,516102.0,96416.0,114711.0,248623.0,572087.0,360227.0,104266.0,155143.0,238221.0,121992.0,154977.0,647985.0,117325.0,200264.0,171934.0,140987.0,110581.0,113379.0,229018.0,156073.0,865186.0,102746.0,135130.0,99697.0,186695.0,215628.0,158009.0,189406.0,101317.0,364944.0,108353.0,133598.0,151207.0,161101.0,647848.0,364866.0,167540.0,511398.0,143168.0,162772.0,138145.0,164898.0,288575.0,282206.0,124304.0,
86162.0,91473.0,130135.0,179402.0,170456.0,159900.0,114772.0,175173.0,850785.0,656214.0,112547.0,165820.0,171852.0,119668.0,144066.0,151946.0,216057.0,226937.0,133509.0,386578.0,99754.0,135891.0,131333.0,471741.0,751460.0,106337.0,166000.0,212158.0,122480.0,152601.0,618717.0,102141.0,142330.0,169025.0,156045.0,105256.0,159052.0,277179.0,185135.0,818783.0,108637.0,134407.0,96662.0,182743.0,254059.0,170981.0,174480.0,106359.0,352105.0,99336.0,146186.0,160550.0,144895.0,715399.0,404058.0,161380.0,553623.0,143871.0,148233.0,135613.0,130187.0,305989.0,515699.0,125615.0,
89789.0,95617.0,716298.0,224030.0,158754.0,196496.0,620110.0,167170.0,841505.0,347074.0,126280.0,184598.0,115016.0,119877.0,150271.0,150029.0,255327.0,226970.0,207337.0,576121.0,91346.0,111768.0,241182.0,895353.0,733636.0,125727.0,148481.0,187309.0,122730.0,154290.0,325267.0,120120.0,173195.0,156993.0,146702.0,115141.0,147977.0,242605.0,142096.0,627426.0,135658.0,135651.0,91974.0,182754.0,320749.0,168414.0,188545.0,105027.0,328421.0,97656.0,133101.0,158907.0,144119.0,786011.0,228339.0,159274.0,1.02611e+06,144186.0,154749.0,135523.0,135353.0,304027.0,374059.0,115021.0,
89575.0,95871.0,737446.0,130217.0,136787.0,156905.0,243968.0,196852.0,293343.0,379677.0,121264.0,148653.0,184468.0,130182.0,157035.0,194481.0,108665.0,206028.0,250410.0,557884.0,95637.0,132424.0,234445.0,520022.0,933020.0,115559.0,135805.0,225130.0,120775.0,157900.0,663723.0,117989.0,205237.0,170032.0,140801.0,113887.0,137560.0,256313.0,139598.0,573383.0,133671.0,146087.0,94091.0,173337.0,197227.0,174227.0,135134.0,99617.0,424114.0,98372.0,126221.0,152817.0,150913.0,538793.0,397777.0,155895.0,513032.0,126292.0,151665.0,137185.0,135371.0,258182.0,279363.0,113528.0,
95997.0,92868.0,1.0561e+06,139719.0,188794.0,163674.0,465162.0,176816.0,764849.0,425255.0,112302.0,228490.0,174384.0,123609.0,152272.0,158979.0,259008.0,195519.0,147951.0,352776.0,106897.0,108693.0,135457.0,340801.0,1.00943e+06,108361.0,149868.0,197137.0,127996.0,178535.0,356197.0,105009.0,187187.0,171979.0,146503.0,110589.0,142034.0,229867.0,137715.0,837549.0,133587.0,135454.0,90053.0,177175.0,97044.0,149610.0,130677.0,103300.0,510380.0,102839.0,136047.0,178693.0,203329.0,666614.0,404430.0,169823.0,880745.0,140610.0,337829.0,130490.0,143040.0,249728.0,306342.0,121467.0,
91839.0,93964.0,1.07012e+06,119273.0,216076.0,200706.0,739508.0,185772.0,341508.0,443635.0,127052.0,225086.0,133981.0,123738.0,164592.0,144054.0,248388.0,181845.0,134013.0,265739.0,91150.0,122237.0,226684.0,471144.0,668923.0,116623.0,147686.0,167828.0,118917.0,144650.0,347621.0,108652.0,232689.0,184415.0,149746.0,111973.0,169510.0,105809.0,189820.0,836332.0,100872.0,139109.0,96238.0,183465.0,96752.0,158556.0,131837.0,99307.0,280535.0,99959.0,136183.0,211981.0,214680.0,725788.0,246718.0,132757.0,568462.0,137264.0,153235.0,136389.0,128070.0,280505.0,504512.0,164300.0,
90104.0,86227.0,1.22162e+06,118772.0,230069.0,204745.0,551720.0,121106.0,336268.0,488792.0,133933.0,258029.0,116833.0,122524.0,144470.0,197446.0,115573.0,148598.0,118949.0,276191.0,102694.0,127114.0,136175.0,888031.0,714910.0,118779.0,157746.0,218842.0,131240.0,142250.0,627670.0,100285.0,172595.0,793765.0,142403.0,108837.0,130485.0,108131.0,182410.0,781772.0,100709.0,139459.0,92742.0,197194.0,95220.0,164367.0,188920.0,100065.0,352591.0,99792.0,146339.0,495269.0,212159.0,788294.0,113425.0,157840.0,637762.0,150384.0,157705.0,149028.0,144199.0,291837.0,287726.0,137121.0,
92937.0,95387.0,769236.0,119920.0,211204.0,157163.0,193050.0,204359.0,367589.0,184056.0,150595.0,228882.0,144994.0,121417.0,173151.0,160297.0,134775.0,182673.0,133040.0,350275.0,122607.0,172330.0,255384.0,940744.0,714400.0,135844.0,142632.0,229449.0,117027.0,161187.0,701214.0,101735.0,160351.0,890526.0,138673.0,118422.0,171966.0,261088.0,154445.0,819591.0,132060.0,140118.0,85858.0,172881.0,98388.0,207048.0,200912.0,114355.0,321841.0,91775.0,129456.0,669409.0,204011.0,435693.0,111491.0,158762.0,625842.0,116836.0,221728.0,135820.0,143422.0,290829.0,285877.0,138080.0,
87690.0,86986.0,757118.0,134448.0,207846.0,155311.0,686823.0,187903.0,312943.0,199070.0,124917.0,250127.0,174328.0,132094.0,145539.0,184463.0,246284.0,221953.0,140450.0,453581.0,96348.0,107998.0,152328.0,875976.0,933610.0,100070.0,145671.0,220852.0,114885.0,186700.0,366182.0,118827.0,201777.0,163572.0,139936.0,108467.0,178760.0,332618.0,167210.0,553688.0,125042.0,142126.0,95146.0,183680.0,95777.0,170095.0,191463.0,105788.0,329893.0,93274.0,140373.0,439037.0,211774.0,598853.0,107934.0,148907.0,673249.0,219764.0,166947.0,136869.0,130516.0,282999.0,436668.0,132985.0,
93264.0,91521.0,753188.0,131422.0,203671.0,176913.0,170739.0,112869.0,332260.0,228614.0,114787.0,235937.0,140917.0,127214.0,173301.0,193401.0,127336.0,188879.0,234835.0,660244.0,105490.0,115158.0,136409.0,515313.0,792716.0,164212.0,159583.0,207221.0,126153.0,162520.0,358253.0,115915.0,168818.0,663631.0,140240.0,93165.0,150675.0,466188.0,162646.0,717105.0,152895.0,135605.0,94618.0,178750.0,93601.0,190115.0,175984.0,118815.0,379717.0,94614.0,148226.0,369092.0,208051.0,641144.0,112265.0,141440.0,823870.0,257516.0,160737.0,133598.0,168061.0,294279.0,297036.0,130049.0,
89123.0,93168.0,1.02278e+06,131299.0,150590.0,170607.0,321317.0,128299.0,365983.0,192664.0,130076.0,273416.0,168569.0,123787.0,141458.0,187280.0,142931.0,171929.0,144332.0,661798.0,106201.0,133776.0,134751.0,388757.0,688281.0,170013.0,149758.0,166522.0,114804.0,173741.0,344067.0,100254.0,164876.0,163612.0,141449.0,98249.0,194577.0,552097.0,164576.0,807502.0,161676.0,135613.0,91777.0,186112.0,95209.0,151331.0,145975.0,112351.0,726151.0,96657.0,142004.0,759444.0,209708.0,447989.0,248785.0,154725.0,544167.0,151103.0,165626.0,132879.0,167806.0,264490.0,315473.0,140705.0,
106559.0,90409.0,565964.0,117813.0,169062.0,198533.0,153722.0,120747.0,332617.0,183783.0,117988.0,211929.0,154579.0,238272.0,161651.0,149439.0,195588.0,195990.0,246698.0,529622.0,111829.0,107935.0,200970.0,266682.0,944098.0,169907.0,139797.0,220819.0,128192.0,159217.0,374867.0,105585.0,147309.0,722352.0,140344.0,110084.0,159210.0,536033.0,204655.0,871705.0,144635.0,142158.0,89920.0,195931.0,113639.0,142392.0,179470.0,109189.0,721812.0,141956.0,126760.0,777901.0,204260.0,748005.0,220177.0,157659.0,638212.0,144520.0,150834.0,135917.0,165090.0,319839.0,489406.0,152204.0,
93263.0,93368.0,809996.0,110290.0,217456.0,207366.0,141384.0,120538.0,620570.0,222113.0,120925.0,220227.0,313619.0,245306.0,157892.0,164226.0,178267.0,168534.0,163876.0,600250.0,124761.0,108744.0,224616.0,167064.0,972490.0,164410.0,144863.0,210536.0,122265.0,157458.0,689395.0,110869.0,142795.0,781934.0,142710.0,111638.0,196697.0,482789.0,203169.0,875988.0,115133.0,134920.0,97920.0,223115.0,111273.0,170291.0,136671.0,103682.0,395069.0,133590.0,136473.0,441107.0,304165.0,627234.0,415265.0,150408.0,616748.0,267804.0,140585.0,133209.0,167372.0,481985.0,611772.0,140824.0,
91696.0,91052.0,709316.0,129846.0,203919.0,151749.0,138020.0,214505.0,287566.0,228456.0,123373.0,250268.0,201786.0,218467.0,153223.0,151416.0,167127.0,190812.0,198741.0,379385.0,109906.0,126897.0,150004.0,145340.0,912971.0,136357.0,136176.0,240834.0,123617.0,192478.0,375717.0,143319.0,176744.0,676301.0,140986.0,109691.0,134474.0,492047.0,158489.0,512629.0,160914.0,147279.0,100649.0,182526.0,100231.0,153381.0,162745.0,111579.0,639575.0,116226.0,142880.0,637418.0,297988.0,747235.0,389926.0,167056.0,614930.0,247944.0,151690.0,132501.0,147613.0,331061.0,301138.0,155684.0,
90369.0,87254.0,1.02669e+06,142794.0,183759.0,154281.0,182142.0,135293.0,360454.0,192588.0,154365.0,169667.0,220479.0,141228.0,168429.0,161040.0,255407.0,201020.0,222548.0,349397.0,103239.0,136361.0,262913.0,179525.0,725368.0,119100.0,159463.0,204743.0,119206.0,169432.0,427097.0,133182.0,183450.0,816193.0,141083.0,110389.0,174731.0,609990.0,136329.0,777123.0,160215.0,137981.0,101727.0,201019.0,101491.0,139107.0,163116.0,99929.0,301655.0,100796.0,148918.0,703760.0,208483.0,680893.0,434225.0,165799.0,422984.0,133124.0,141015.0,134337.0,144347.0,236998.0,308388.0,172437.0,
90064.0,84787.0,1.12906e+06,115464.0,150040.0,175523.0,116219.0,164723.0,255027.0,186482.0,129487.0,183442.0,133433.0,171784.0,164435.0,151300.0,264942.0,192518.0,164905.0,288269.0,103907.0,119925.0,272870.0,142960.0,897762.0,102708.0,134921.0,188461.0,127650.0,454714.0,593053.0,112552.0,182663.0,219322.0,146153.0,114234.0,136664.0,481590.0,159566.0,879017.0,164977.0,143578.0,96403.0,163507.0,108373.0,152175.0,133600.0,98622.0,370251.0,109192.0,163558.0,467677.0,224693.0,673440.0,102969.0,210162.0,651987.0,130731.0,144658.0,134325.0,155677.0,290185.0,565938.0,171931.0,
92130.0,214416.0,945654.0,166417.0,173946.0,198235.0,115436.0,223166.0,311795.0,212109.0,124807.0,232025.0,177222.0,130683.0,136674.0,173874.0,285572.0,229050.0,237653.0,512006.0,118966.0,112079.0,267785.0,140821.0,216897.0,136942.0,155347.0,212980.0,135808.0,950252.0,374026.0,138286.0,165942.0,250295.0,142654.0,114868.0,166331.0,173661.0,155787.0,875154.0,169689.0,141817.0,101247.0,213329.0,101868.0,170588.0,135297.0,101566.0,147364.0,109610.0,131331.0,597944.0,210785.0,524225.0,324274.0,223945.0,793600.0,199266.0,145972.0,133283.0,149963.0,254872.0,476302.0,201937.0,
89561.0,247523.0,129419.0,149732.0,157550.0,161290.0,192632.0,199146.0,308830.0,181243.0,129241.0,175934.0,210616.0,205938.0,144953.0,158137.0,347953.0,191529.0,182916.0,435077.0,107599.0,116875.0,197971.0,155074.0,213867.0,109418.0,169775.0,200688.0,127412.0,787971.0,492466.0,120610.0,185777.0,213752.0,144964.0,107701.0,189711.0,126628.0,183040.0,910247.0,151988.0,140886.0,90355.0,189749.0,102256.0,161011.0,183533.0,101526.0,154638.0,103362.0,154881.0,532698.0,183774.0,634637.0,375989.0,227482.0,462390.0,156183.0,139728.0,138767.0,146681.0,249986.0,482776.0,201690.0,
96090.0,212223.0,126761.0,120474.0,163391.0,163886.0,212326.0,207573.0,319922.0,204120.0,123819.0,217062.0,175908.0,134152.0,156544.0,169459.0,416401.0,153021.0,228912.0,783386.0,99867.0,111456.0,141018.0,140771.0,306099.0,106351.0,156176.0,161229.0,124006.0,612971.0,656096.0,120962.0,217729.0,232207.0,146904.0,120810.0,115625.0,120779.0,152382.0,666917.0,118130.0,147545.0,113388.0,197792.0,101259.0,192019.0,168755.0,113821.0,141825.0,107965.0,150320.0,446768.0,148475.0,709568.0,187726.0,179434.0,420811.0,154327.0,144966.0,135111.0,158680.0,313038.0,527724.0,171974.0,
99231.0,224435.0,133312.0,135715.0,155349.0,171606.0,164354.0,124900.0,764408.0,201006.0,112191.0,260469.0,199370.0,190472.0,166751.0,185779.0,729848.0,142392.0,200946.0,689207.0,104449.0,115663.0,205483.0,172839.0,264916.0,105208.0,159059.0,206546.0,120750.0,445902.0,373285.0,126254.0,153283.0,227794.0,140079.0,99793.0,180905.0,139752.0,166784.0,1.08288e+06,166135.0,152191.0,110856.0,237871.0,108230.0,169609.0,158511.0,113082.0,129560.0,109790.0,146051.0,447600.0,152917.0,542395.0,239283.0,141379.0,362268.0,225851.0,144386.0,135575.0,143094.0,296585.0,475810.0,168013.0,
92159.0,283107.0,137919.0,111336.0,185253.0,161121.0,139209.0,247971.0,279937.0,188205.0,113291.0,286497.0,180344.0,180333.0,171990.0,164812.0,334402.0,177861.0,213382.0,490937.0,127320.0,111636.0,148579.0,142029.0,231027.0,106859.0,149496.0,152532.0,119997.0,473144.0,391373.0,125035.0,211252.0,282675.0,143684.0,115577.0,163917.0,144971.0,197037.0,1.48324e+06,109086.0,138675.0,107168.0,206623.0,99356.0,169976.0,142360.0,104607.0,136283.0,112645.0,142660.0,210540.0,183978.0,455736.0,159841.0,138405.0,591093.0,118928.0,167689.0,138031.0,165022.0,262541.0,479291.0,143371.0,
92801.0,303094.0,135253.0,120517.0,161165.0,179400.0,142255.0,180450.0,363988.0,205672.0,131684.0,288074.0,184339.0,217384.0,143249.0,195984.0,530183.0,139511.0,277938.0,417332.0,117453.0,108341.0,268382.0,155737.0,233382.0,107147.0,151899.0,217160.0,131999.0,577776.0,573655.0,120185.0,215445.0,233382.0,151959.0,104518.0,166966.0,128525.0,152398.0,1.00324e+06,109419.0,141038.0,93167.0,196764.0,100976.0,142530.0,166998.0,111997.0,152691.0,103565.0,139798.0,120306.0,235807.0,524860.0,231731.0,135165.0,621844.0,131913.0,177723.0,137317.0,156484.0,134128.0,473326.0,144605.0,
95708.0,242762.0,153260.0,129090.0,232711.0,149880.0,147294.0,151552.0,652034.0,200187.0,129547.0,211477.0,158595.0,168413.0,180809.0,155238.0,363467.0,193929.0,237107.0,277080.0,103390.0,124348.0,244639.0,152599.0,128817.0,113354.0,147199.0,158421.0,127993.0,516111.0,333623.0,130850.0,140453.0,267812.0,149971.0,115068.0,171234.0,105167.0,189196.0,557927.0,106117.0,151581.0,116566.0,196367.0,101524.0,157773.0,138901.0,97324.0,116411.0,103112.0,155607.0,123975.0,212906.0,614693.0,259223.0,133023.0,666707.0,147430.0,170343.0,141477.0,159313.0,159989.0,563361.0,136698.0,
97129.0,219762.0,131276.0,130205.0,181297.0,189092.0,184329.0,137710.0,351154.0,169384.0,119807.0,189878.0,142773.0,128042.0,140559.0,176546.0,568211.0,197034.0,150149.0,341331.0,122959.0,100607.0,138404.0,148112.0,173810.0,121164.0,142506.0,155521.0,136025.0,574138.0,653426.0,109341.0,145948.0,248218.0,148228.0,99103.0,148866.0,121898.0,193536.0,789256.0,127878.0,143695.0,105507.0,181979.0,96119.0,184337.0,136820.0,111459.0,165189.0,103856.0,145518.0,233094.0,171292.0,643997.0,114140.0,138233.0,715488.0,232383.0,170913.0,140772.0,148640.0,129615.0,296107.0,150196.0,
95133.0,674744.0,129298.0,133586.0,179333.0,197700.0,154830.0,123984.0,336501.0,190954.0,124067.0,167053.0,150916.0,159303.0,143338.0,151853.0,317546.0,219258.0,200743.0,695700.0,113972.0,127011.0,251070.0,169731.0,129019.0,124571.0,144348.0,216968.0,128432.0,570650.0,380066.0,105003.0,171678.0,220626.0,148867.0,113663.0,210490.0,128421.0,159167.0,847645.0,119800.0,152721.0,100071.0,150478.0,97653.0,163360.0,136697.0,108756.0,157482.0,108565.0,148904.0,134533.0,171998.0,798744.0,115584.0,136309.0,830347.0,220202.0,171508.0,141838.0,145716.0,136627.0,301348.0,173177.0,
94176.0,317221.0,146480.0,127300.0,160269.0,162761.0,128403.0,119973.0,268274.0,176371.0,119343.0,227017.0,137880.0,133428.0,175821.0,175312.0,395723.0,236134.0,136598.0,804831.0,112539.0,106468.0,253838.0,183221.0,275921.0,110543.0,147177.0,163516.0,139528.0,546370.0,435551.0,133473.0,178190.0,207410.0,147039.0,124721.0,184496.0,109250.0,150067.0,932371.0,113129.0,149022.0,99624.0,190827.0,102087.0,160269.0,167392.0,112067.0,166518.0,105597.0,140855.0,128074.0,187997.0,581929.0,120521.0,140709.0,575494.0,273250.0,190333.0,140373.0,130281.0,135149.0,467925.0,142256.0,
99525.0,256361.0,141587.0,131657.0,165099.0,159611.0,152014.0,186749.0,299991.0,187521.0,119614.0,215879.0,231147.0,179776.0,141946.0,169265.0,234375.0,199106.0,135120.0,778174.0,118235.0,121915.0,145229.0,177630.0,157629.0,115984.0,148063.0,208229.0,152311.0,590049.0,333536.0,140828.0,185219.0,256240.0,143535.0,113347.0,147546.0,142892.0,146979.0,817550.0,121828.0,147031.0,97404.0,195497.0,103835.0,153941.0,138908.0,117621.0,166896.0,106275.0,160219.0,120904.0,175950.0,564516.0,279686.0,135479.0,659607.0,269821.0,169667.0,142971.0,145030.0,206457.0,421319.0,178683.0,
94482.0,203982.0,151396.0,123591.0,189663.0,174089.0,139845.0,113584.0,419276.0,199604.0,123896.0,237341.0,183082.0,165744.0,173131.0,152692.0,123294.0,205745.0,128029.0,725919.0,107998.0,115965.0,141779.0,193727.0,259352.0,121094.0,150776.0,172354.0,135561.0,496910.0,749356.0,136830.0,176472.0,232793.0,148062.0,114348.0,151949.0,115088.0,136769.0,757820.0,116585.0,143659.0,96466.0,205019.0,103986.0,170508.0,152639.0,109327.0,165979.0,109070.0,148000.0,118095.0,211210.0,692066.0,420693.0,138045.0,448279.0,145799.0,165646.0,140896.0,133641.0,187034.0,435289.0,168437.0,
102630.0,176937.0,166536.0,136616.0,158113.0,164993.0,210978.0,183691.0,820864.0,217375.0,127068.0,181603.0,155489.0,202903.0,175909.0,170876.0,120942.0,231649.0,127774.0,431482.0,112896.0,138958.0,249538.0,147388.0,191544.0,114713.0,144957.0,221827.0,143945.0,558087.0,747914.0,137478.0,177417.0,218325.0,148120.0,121186.0,144279.0,112640.0,170308.0,844064.0,150514.0,148141.0,100322.0,188429.0,102765.0,183751.0,164169.0,112021.0,138754.0,103173.0,154517.0,151703.0,219056.0,458277.0,451028.0,143153.0,655584.0,268277.0,157266.0,139335.0,126197.0,177717.0,482166.0,144443.0,
95705.0,245195.0,151020.0,148368.0,172935.0,201483.0,160202.0,186112.0,881409.0,224868.0,112555.0,236743.0,187185.0,135442.0,146521.0,160257.0,122445.0,211877.0,210072.0,435523.0,112248.0,135221.0,214436.0,173552.0,126540.0,112071.0,140762.0,239501.0,122959.0,674527.0,385469.0,107222.0,179759.0,232640.0,150795.0,106188.0,214414.0,104503.0,164569.0,951902.0,128491.0,137348.0,98575.0,211301.0,104961.0,181280.0,148070.0,106335.0,156440.0,124431.0,138139.0,229287.0,261175.0,481158.0,434487.0,136119.0,804626.0,262247.0,159357.0,141213.0,140969.0,136165.0,339999.0,134482.0,
115700.0,271180.0,134187.0,137675.0,176817.0,155988.0,135734.0,117177.0,807204.0,202192.0,132427.0,248345.0,216266.0,210389.0,173939.0,150953.0,129076.0,175988.0,183027.0,503975.0,109661.0,120392.0,210259.0,171101.0,264541.0,111896.0,138228.0,169456.0,124815.0,586561.0,686879.0,132513.0,200367.0,243701.0,148445.0,127008.0,193306.0,131590.0,158362.0,903371.0,116547.0,148907.0,95137.0,193276.0,109763.0,164423.0,162425.0,112566.0,152222.0,129349.0,147232.0,232775.0,170450.0,449316.0,455877.0,151087.0,445601.0,269927.0,169180.0,148538.0,125399.0,173057.0,455682.0,156049.0,
101049.0,233391.0,143729.0,142453.0,182282.0,173425.0,184186.0,122844.0,323196.0,200104.0,221452.0,244746.0,172036.0,216835.0,188690.0,181838.0,121271.0,176599.0,232916.0,808003.0,111327.0,125095.0,158995.0,172591.0,291053.0,110526.0,139259.0,176492.0,151706.0,525587.0,463560.0,135916.0,240384.0,320773.0,149391.0,126606.0,184050.0,127555.0,163068.0,717600.0,126415.0,143075.0,108604.0,202330.0,106644.0,162227.0,171266.0,110818.0,160105.0,116899.0,160886.0,252899.0,224956.0,842648.0,463233.0,134322.0,638151.0,148191.0,160655.0,139149.0,144946.0,195850.0,363914.0,187879.0,
108158.0,297718.0,149633.0,167046.0,222475.0,160866.0,186277.0,187080.0,308135.0,220386.0,131078.0,212796.0,168235.0,237135.0,180754.0,178299.0,168987.0,148015.0,162226.0,860214.0,118515.0,126148.0,150257.0,228520.0,233914.0,129757.0,149458.0,208815.0,135504.0,556217.0,821435.0,121538.0,179152.0,267201.0,144843.0,120256.0,196608.0,120532.0,213710.0,686033.0,135017.0,146278.0,96579.0,201668.0,107021.0,153640.0,141238.0,113417.0,239033.0,129858.0,160679.0,238409.0,296755.0,556025.0,436964.0,133778.0,717020.0,248351.0,153835.0,142196.0,172119.0,137275.0,623198.0,180052.0,
95632.0,222479.0,134611.0,145526.0,160994.0,162897.0,166247.0,188940.0,318402.0,181007.0,184139.0,248677.0,251716.0,183182.0,167672.0,177396.0,121524.0,269076.0,229865.0,786933.0,117727.0,133809.0,254638.0,160748.0,288639.0,114980.0,145354.0,219297.0,124839.0,776699.0,415997.0,114946.0,147546.0,185451.0,148354.0,116954.0,195091.0,115362.0,211777.0,893616.0,123085.0,151207.0,107328.0,199808.0,104136.0,170027.0,142743.0,119450.0,173312.0,111310.0,136491.0,131943.0,221823.0,556279.0,269852.0,138506.0,481061.0,266433.0,173347.0,154561.0,160837.0,197863.0,296011.0,175964.0,
94309.0,237888.0,143833.0,125812.0,182762.0,175222.0,210968.0,125569.0,301029.0,201043.0,181829.0,259857.0,159297.0,193150.0,176024.0,166998.0,208795.0,214837.0,174130.0,528763.0,114242.0,149767.0,266938.0,245610.0,270397.0,120522.0,152783.0,204994.0,128030.0,452431.0,751646.0,128531.0,177289.0,317550.0,145537.0,107468.0,205247.0,136243.0,157727.0,920329.0,123464.0,151376.0,103414.0,207206.0,107800.0,181768.0,176827.0,102883.0,175410.0,111330.0,152958.0,155695.0,160028.0,418987.0,257161.0,131874.0,693381.0,234684.0,180456.0,141792.0,154869.0,202850.0,454473.0,188368.0,
92506.0,270492.0,143099.0,132505.0,162798.0,209792.0,125187.0,118307.0,268636.0,187543.0,221769.0,272265.0,192672.0,173264.0,173872.0,174112.0,193519.0,159871.0,172023.0,338333.0,120520.0,125577.0,151632.0,146071.0,287443.0,116661.0,155810.0,204985.0,117417.0,527637.0,580144.0,146683.0,180402.0,249149.0,154291.0,117611.0,155258.0,112124.0,162501.0,1.07256e+06,139880.0,141768.0,107396.0,204156.0,103782.0,170032.0,147112.0,108178.0,166223.0,117063.0,131579.0,124366.0,170537.0,568023.0,265305.0,137856.0,712406.0,227735.0,168676.0,144814.0,156130.0,202556.0,289053.0,146558.0,
99771.0,309920.0,143688.0,117950.0,158252.0,224866.0,131759.0,108436.0,314816.0,221188.0,215697.0,268449.0,135363.0,238497.0,150487.0,177050.0,191739.0,221503.0,184863.0,493561.0,120696.0,120398.0,248583.0,147197.0,168001.0,112810.0,151514.0,259163.0,119975.0,582496.0,650643.0,107247.0,226952.0,276923.0,146324.0,106295.0,182207.0,120065.0,221059.0,851488.0,145987.0,149895.0,111569.0,216435.0,102679.0,160965.0,158361.0,113475.0,160441.0,121319.0,143197.0,228959.0,179458.0,724657.0,117818.0,142881.0,547577.0,113429.0,197299.0,145327.0,139458.0,144804.0,148623.0,217402.0,
89775.0,269481.0,139882.0,121466.0,160332.0,195937.0,159514.0,119072.0,312954.0,192339.0,200443.0,240743.0,140071.0,180817.0,163934.0,165096.0,186068.0,223416.0,188944.0,420508.0,120925.0,120403.0,188315.0,148150.0,321785.0,138613.0,157069.0,238438.0,128411.0,574652.0,529661.0,138312.0,222072.0,246599.0,145994.0,117714.0,129800.0,119991.0,150402.0,795313.0,109406.0,140605.0,105209.0,207135.0,105836.0,151140.0,197106.0,111344.0,161280.0,114328.0,155433.0,119564.0,180661.0,596157.0,129219.0,145586.0,775976.0,125198.0,161718.0,147680.0,150111.0,151571.0,142031.0,148358.0,
