AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,AR-0,
2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,4,4,2,3,3,4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84049.0,77847.0,37145.0,184062.0,68270.0,97129.0,66587.0,74994.0,38263.0,95561.0,153764.0,101479.0,55055.0,41269.0,42496.0,65252.0,199598.0,55649.0,112276.0,121472.0,120768.0,45718.0,60937.0,39033.0,99673.0,75551.0,112723.0,88115.0,139233.0,59592.0,143699.0,71648.0,31536.0,55141.0,51999.0,179223.0,71998.0,35913.0,79873.0,230102.0,29971.0,34877.0,70309.0,73277.0,29843.0,169654.0,107658.0,218955.0,107654.0,26960.0,35036.0,159205.0,50341.0,100131.0,86454.0,95478.0,40786.0,107972.0,34687.0,40932.0,70602.0,51207.0,46938.0,161501.0,
95452.0,118912.0,33123.0,148939.0,52039.0,79758.0,59678.0,107619.0,34618.0,115011.0,148984.0,108724.0,80822.0,45147.0,31314.0,107151.0,173595.0,57053.0,71547.0,157463.0,70457.0,55085.0,90429.0,42987.0,111684.0,60255.0,115315.0,75739.0,105745.0,58459.0,104786.0,66831.0,31615.0,54305.0,47917.0,119451.0,88881.0,38576.0,120616.0,156915.0,38041.0,35609.0,60004.0,170972.0,28031.0,147931.0,203663.0,133329.0,124037.0,28909.0,39806.0,120531.0,50193.0,87841.0,102222.0,131032.0,36895.0,107399.0,104308.0,47869.0,64266.0,50715.0,33664.0,102168.0,
104130.0,68598.0,34662.0,220068.0,47547.0,63412.0,69005.0,102922.0,33577.0,107002.0,123679.0,79672.0,60118.0,37156.0,32126.0,67396.0,183819.0,46824.0,58323.0,146479.0,68247.0,99747.0,80634.0,51784.0,68822.0,52032.0,188022.0,88358.0,141368.0,53309.0,63408.0,64906.0,35453.0,68735.0,59420.0,149825.0,93268.0,41994.0,86814.0,144094.0,31995.0,36311.0,61612.0,133543.0,28660.0,208401.0,170812.0,135646.0,96283.0,28728.0,36764.0,88102.0,43469.0,82862.0,94831.0,170368.0,50414.0,127964.0,141094.0,40496.0,65173.0,62526.0,60420.0,97044.0,
77472.0,100708.0,34719.0,173617.0,55401.0,120090.0,52453.0,104690.0,32822.0,102069.0,179576.0,87945.0,47069.0,38379.0,34485.0,64041.0,60909.0,40029.0,62303.0,191216.0,105056.0,63857.0,80715.0,38049.0,92626.0,35951.0,164647.0,76087.0,102644.0,49258.0,56226.0,71767.0,37047.0,92705.0,42869.0,246134.0,39137.0,43482.0,75193.0,216956.0,31445.0,38882.0,55312.0,156047.0,34977.0,115264.0,203748.0,166732.0,124907.0,32302.0,40080.0,184588.0,45792.0,85162.0,98727.0,149413.0,35397.0,124322.0,163504.0,44455.0,59858.0,46814.0,63377.0,81385.0,
66912.0,75981.0,35800.0,157943.0,80246.0,58398.0,71492.0,97048.0,47442.0,151339.0,138418.0,113089.0,52034.0,33316.0,33498.0,68291.0,78399.0,59274.0,70265.0,200811.0,69822.0,55917.0,72304.0,44764.0,111053.0,63021.0,122883.0,75140.0,116665.0,54284.0,55974.0,103134.0,34790.0,58852.0,49336.0,364521.0,62817.0,46519.0,73458.0,158399.0,30325.0,36955.0,59505.0,139787.0,30078.0,196236.0,180131.0,133018.0,102157.0,28646.0,44444.0,113627.0,41653.0,86990.0,81346.0,143843.0,39745.0,153603.0,38299.0,41546.0,67876.0,60581.0,36765.0,126632.0,
72591.0,88582.0,33110.0,164262.0,65106.0,77379.0,71301.0,72833.0,42220.0,188109.0,160610.0,66694.0,57068.0,33708.0,34307.0,68891.0,223173.0,49326.0,97668.0,86901.0,64027.0,62087.0,74346.0,42591.0,87468.0,60322.0,200427.0,77947.0,145719.0,64060.0,60181.0,73064.0,31553.0,69720.0,59521.0,178629.0,67384.0,40615.0,87934.0,144041.0,31065.0,38693.0,56510.0,109937.0,31759.0,108218.0,122719.0,138096.0,78733.0,33279.0,37685.0,189944.0,44260.0,92967.0,70915.0,178133.0,50195.0,211396.0,156452.0,44770.0,69683.0,75449.0,57743.0,94605.0,
90795.0,126718.0,32839.0,154834.0,69873.0,88124.0,45344.0,90064.0,47695.0,167945.0,192361.0,72667.0,77181.0,45252.0,34761.0,62667.0,86232.0,57729.0,69007.0,91041.0,68434.0,57637.0,106293.0,41861.0,140103.0,48729.0,141067.0,79245.0,150966.0,74684.0,60909.0,79329.0,33380.0,62417.0,44136.0,239513.0,71383.0,40182.0,104907.0,196005.0,32086.0,37042.0,62212.0,123367.0,58850.0,140265.0,166065.0,210792.0,156380.0,32073.0,41350.0,124710.0,62808.0,93334.0,105065.0,95984.0,40230.0,119703.0,39002.0,41084.0,60694.0,76327.0,41110.0,160788.0,
93174.0,125073.0,37302.0,144212.0,61320.0,63817.0,53052.0,51680.0,47005.0,164112.0,234161.0,63305.0,62549.0,42277.0,38881.0,69211.0,52348.0,81296.0,58625.0,92901.0,60945.0,77871.0,80169.0,50132.0,113968.0,56459.0,110884.0,88501.0,136275.0,75130.0,82776.0,80416.0,34971.0,77200.0,63617.0,49235.0,66397.0,40357.0,75841.0,166936.0,31977.0,38925.0,53335.0,95465.0,51366.0,119716.0,101612.0,135750.0,74889.0,29744.0,39210.0,104730.0,53091.0,71592.0,75903.0,145910.0,58405.0,146967.0,162448.0,44946.0,77590.0,60151.0,68185.0,156772.0,
73703.0,127465.0,36338.0,162893.0,67913.0,75752.0,58113.0,86349.0,45659.0,187453.0,220527.0,131560.0,86840.0,38742.0,35613.0,79889.0,90041.0,48934.0,88156.0,108483.0,98386.0,74223.0,94026.0,46302.0,188794.0,59280.0,127987.0,77770.0,164330.0,56808.0,58157.0,67414.0,33006.0,70673.0,64311.0,173764.0,69436.0,49452.0,90551.0,248966.0,33217.0,38903.0,52833.0,81201.0,78463.0,111863.0,201570.0,159872.0,84089.0,31625.0,40580.0,122971.0,42144.0,70116.0,92054.0,138048.0,38385.0,135999.0,39497.0,44580.0,72510.0,81804.0,60372.0,127579.0,
89915.0,99712.0,38362.0,174583.0,64707.0,100127.0,71417.0,105621.0,35957.0,178978.0,194027.0,101396.0,80397.0,38218.0,38007.0,61340.0,80187.0,60599.0,96083.0,100744.0,72718.0,63646.0,68504.0,41271.0,141610.0,38674.0,144006.0,82193.0,152340.0,46719.0,78820.0,91037.0,33626.0,76012.0,63992.0,138327.0,43385.0,58845.0,109907.0,144533.0,35243.0,37850.0,54551.0,104346.0,79499.0,119916.0,208859.0,227431.0,111755.0,28875.0,41217.0,135740.0,53924.0,86358.0,75094.0,103405.0,49268.0,167416.0,140704.0,39355.0,96725.0,84938.0,81264.0,108852.0,
67835.0,103367.0,42903.0,248179.0,101176.0,65967.0,72023.0,112253.0,55449.0,157912.0,207622.0,162729.0,64716.0,35183.0,36316.0,63366.0,85590.0,56958.0,75709.0,99871.0,67727.0,68070.0,89134.0,45659.0,127460.0,35491.0,101827.0,71836.0,168988.0,70883.0,62000.0,84641.0,32678.0,85968.0,59936.0,155691.0,47752.0,41793.0,192517.0,195061.0,35806.0,40014.0,57066.0,122810.0,73242.0,126779.0,108323.0,290275.0,93558.0,36356.0,36751.0,134492.0,54745.0,99851.0,56945.0,79776.0,41978.0,136604.0,38659.0,39051.0,63932.0,76319.0,36168.0,143382.0,
75682.0,114162.0,31577.0,267239.0,87524.0,66230.0,65702.0,95445.0,47901.0,211098.0,166606.0,128355.0,72109.0,43867.0,44225.0,58576.0,90213.0,54269.0,69129.0,118701.0,92856.0,66000.0,108279.0,48954.0,172010.0,78331.0,111495.0,75119.0,147320.0,75492.0,57022.0,67830.0,52140.0,97552.0,79740.0,173296.0,72824.0,45790.0,106640.0,232741.0,33552.0,42251.0,58915.0,86723.0,78420.0,117395.0,92587.0,139776.0,83485.0,30737.0,44280.0,99013.0,42440.0,82876.0,45230.0,140798.0,53562.0,131565.0,41369.0,40800.0,88606.0,101098.0,57544.0,96508.0,
65329.0,81197.0,41082.0,402846.0,90517.0,68991.0,68038.0,113237.0,42673.0,243516.0,166562.0,191021.0,57222.0,37171.0,39706.0,74455.0,89475.0,42246.0,69031.0,100128.0,98100.0,82070.0,99951.0,55619.0,146218.0,63651.0,99362.0,94987.0,134773.0,68838.0,55937.0,61022.0,35973.0,65075.0,72304.0,90332.0,84958.0,48673.0,103713.0,141842.0,34073.0,44756.0,47994.0,65319.0,67136.0,104029.0,97832.0,126969.0,99414.0,30559.0,39362.0,186758.0,48330.0,111921.0,86665.0,167405.0,47150.0,116418.0,175179.0,42668.0,82538.0,182534.0,37060.0,120997.0,
52217.0,74314.0,39123.0,219988.0,160736.0,80643.0,70913.0,106784.0,49583.0,216488.0,191113.0,156675.0,71263.0,37945.0,45855.0,90166.0,90507.0,51574.0,83810.0,75626.0,113029.0,79827.0,93130.0,51289.0,146296.0,45987.0,121097.0,80773.0,140656.0,67707.0,51975.0,78354.0,34362.0,72923.0,75918.0,56608.0,64442.0,76588.0,170045.0,117802.0,35382.0,46261.0,60385.0,93629.0,55818.0,112163.0,149322.0,218919.0,109451.0,28395.0,36909.0,116757.0,55835.0,112041.0,68446.0,80203.0,51243.0,102854.0,40710.0,42830.0,97828.0,121433.0,40576.0,125353.0,
66403.0,138745.0,35330.0,255671.0,200848.0,60139.0,91754.0,107969.0,48313.0,183993.0,178585.0,108034.0,60744.0,36294.0,41067.0,67505.0,104519.0,61239.0,46661.0,135549.0,147564.0,74082.0,89099.0,45074.0,164471.0,39976.0,107774.0,136277.0,147562.0,49006.0,64070.0,94747.0,42561.0,67770.0,56009.0,57726.0,97120.0,67114.0,209802.0,148902.0,34935.0,42730.0,79648.0,113426.0,60278.0,179245.0,133716.0,188651.0,77986.0,29022.0,57108.0,191235.0,75861.0,119942.0,88641.0,105331.0,47375.0,138581.0,216756.0,45199.0,78405.0,84943.0,38252.0,109338.0,
92196.0,140998.0,37373.0,188943.0,99669.0,51465.0,81680.0,107118.0,47003.0,233107.0,173070.0,108015.0,70976.0,36672.0,41343.0,55600.0,95430.0,66036.0,84351.0,187409.0,115947.0,82630.0,102643.0,48638.0,246879.0,39742.0,119066.0,78134.0,165548.0,49571.0,67990.0,115569.0,37986.0,90742.0,53376.0,68440.0,67983.0,40557.0,170192.0,235386.0,40059.0,41357.0,73614.0,113388.0,60065.0,106211.0,108396.0,215340.0,77299.0,30942.0,40329.0,148783.0,49168.0,97324.0,71906.0,117913.0,34278.0,143584.0,41631.0,49208.0,87799.0,201178.0,39013.0,141472.0,
