AL-3,4, 166.0,324
AL-3,4, 163.0,324
AL-3,4, 159.0,324
AL-3,4, 157.0,324
AL-3,4, 155.0,324
AL-3,4, 155.0,324
AL-3,4, 154.0,324
AL-3,4, 153.0,324
AL-3,4, 153.0,324
AL-3,4, 153.0,324
AL-3,4, 153.0,324
AL-3,4, 153.0,324
AL-3,4, 150.0,324
AL-3,4, 149.0,324
AL-3,4, 148.0,324
AL-3,4, 148.0,324
AL-3,4, 146.0,324
AL-3,4, 144.0,324
AL-3,4, 141.0,324
AL-2,4, 175.0,353
AL-2,4, 170.0,353
AL-2,4, 169.0,353
AL-2,4, 169.0,353
AL-2,4, 168.0,353
AL-2,4, 168.0,353
AL-2,4, 167.0,353
AL-2,4, 166.0,353
AL-2,4, 166.0,353
AL-2,4, 164.0,353
AL-2,4, 162.0,353
AL-2,4, 161.0,353
AL-2,4, 160.0,353
AL-2,4, 160.0,353
AL-2,4, 156.0,353
AL-2,4, 155.0,353
AL-2,4, 152.0,353
AL-2,4, 152.0,353
AL-2,4, 151.0,353
AL-2,3, 175.0,353
AL-2,3, 173.0,353
AL-2,3, 168.0,353
AL-2,3, 167.0,353
AL-2,3, 166.0,353
AL-2,3, 164.0,353
AL-2,3, 163.0,353
AL-2,3, 163.0,353
AL-2,3, 162.0,353
AL-2,3, 160.0,353
AL-2,3, 160.0,353
AL-2,3, 159.0,353
AL-2,3, 157.0,353
AL-2,3, 155.0,353
AL-2,3, 154.0,353
AL-2,3, 154.0,353
AL-2,3, 153.0,353
AL-2,3, 151.0,353
AL-2,3, 148.0,353
AL-1,4, 167.0,344
AL-1,4, 166.0,344
AL-1,4, 165.0,344
AL-1,4, 164.0,344
AL-1,4, 164.0,344
AL-1,4, 164.0,344
AL-1,4, 163.0,344
AL-1,4, 163.0,344
AL-1,4, 161.0,344
AL-1,4, 159.0,344
AL-1,4, 159.0,344
AL-1,4, 156.0,344
AL-1,4, 155.0,344
AL-1,4, 154.0,344
AL-1,4, 153.0,344
AL-1,4, 151.0,344
AL-1,4, 146.0,344
AL-1,4, 144.0,344
AL-1,4, 142.0,344
AL-1,3, 171.0,344
AL-1,3, 171.0,344
AL-1,3, 167.0,344
AL-1,3, 167.0,344
AL-1,3, 167.0,344
AL-1,3, 164.0,344
AL-1,3, 163.0,344
AL-1,3, 163.0,344
AL-1,3, 161.0,344
AL-1,3, 161.0,344
AL-1,3, 160.0,344
AL-1,3, 159.0,344
AL-1,3, 158.0,344
AL-1,3, 150.0,344
AL-1,3, 149.0,344
AL-1,3, 148.0,344
AL-1,3, 147.0,344
AL-1,3, 146.0,344
AL-1,3, 144.0,344
AL-1,2, 3361.0,344
AL-1,2, 164.0,344
AL-1,2, 157.0,344
AL-1,2, 155.0,344
AL-1,2, 152.0,344
AL-1,2, 152.0,344
AL-1,2, 151.0,344
AL-1,2, 151.0,344
AL-1,2, 150.0,344
AL-1,2, 150.0,344
AL-1,2, 149.0,344
AL-1,2, 149.0,344
AL-1,2, 148.0,344
AL-1,2, 148.0,344
AL-1,2, 148.0,344
AL-1,2, 147.0,344
AL-1,2, 147.0,344
AL-1,2, 147.0,344
AL-1,2, 144.0,344
AL-0,4, 164.0,376
AL-0,4, 160.0,376
AL-0,4, 153.0,376
AL-0,4, 152.0,376
AL-0,4, 152.0,376
AL-0,4, 151.0,376
AL-0,4, 151.0,376
AL-0,4, 151.0,376
AL-0,4, 147.0,376
AL-0,4, 144.0,376
AL-0,4, 144.0,376
AL-0,4, 144.0,376
AL-0,4, 143.0,376
AL-0,4, 143.0,376
AL-0,4, 143.0,376
AL-0,4, 143.0,376
AL-0,4, 143.0,376
AL-0,4, 142.0,376
AL-0,4, 140.0,376
AL-0,3, 155.0,376
AL-0,3, 155.0,376
AL-0,3, 153.0,376
AL-0,3, 151.0,376
AL-0,3, 151.0,376
AL-0,3, 150.0,376
AL-0,3, 150.0,376
AL-0,3, 149.0,376
AL-0,3, 145.0,376
AL-0,3, 145.0,376
AL-0,3, 144.0,376
AL-0,3, 144.0,376
AL-0,3, 142.0,376
AL-0,3, 141.0,376
AL-0,3, 141.0,376
AL-0,3, 141.0,376
AL-0,3, 140.0,376
AL-0,3, 140.0,376
AL-0,3, 139.0,376
AL-0,2, 165.0,376
AL-0,2, 163.0,376
AL-0,2, 161.0,376
AL-0,2, 160.0,376
AL-0,2, 159.0,376
AL-0,2, 159.0,376
AL-0,2, 158.0,376
AL-0,2, 157.0,376
AL-0,2, 156.0,376
AL-0,2, 155.0,376
AL-0,2, 154.0,376
AL-0,2, 154.0,376
AL-0,2, 154.0,376
AL-0,2, 153.0,376
AL-0,2, 153.0,376
AL-0,2, 153.0,376
AL-0,2, 152.0,376
AL-0,2, 151.0,376
AL-0,2, 150.0,376
AL-0,1, 147.0,376
AL-0,1, 145.0,376
AL-0,1, 144.0,376
AL-0,1, 144.0,376
AL-0,1, 143.0,376
AL-0,1, 142.0,376
AL-0,1, 142.0,376
AL-0,1, 142.0,376
AL-0,1, 142.0,376
AL-0,1, 142.0,376
AL-0,1, 140.0,376
AL-0,1, 140.0,376
AL-0,1, 140.0,376
AL-0,1, 140.0,376
AL-0,1, 139.0,376
AL-0,1, 139.0,376
AL-0,1, 139.0,376
AL-0,1, 139.0,376
AL-0,1, 139.0,376
